-19.788,-1.4789,-50.785,100,127,159
-19.777,-1.4697,-50.732,152,170,190
-19.742,-1.5662,-50.738,146,164,181
-19.723,-1.4971,-50.852,126,135,143
-19.71,-1.4746,-50.646,152,161,163
-19.705,-1.5499,-50.671,131,141,148
-19.703,-1.4909,-50.645,146,156,159
-19.702,-1.6773,-50.746,138,153,169
-19.701,-1.5207,-50.654,148,156,159
-19.699,-1.6853,-50.747,167,183,200
-19.691,-1.4831,-50.63,120,130,137
-19.685,-1.5532,-50.65,137,145,149
-19.685,-1.6217,-50.661,129,139,146
-19.681,-1.6533,-50.639,113,124,127
-19.68,-1.6637,-50.626,95,107,112
-19.677,-1.6525,-50.598,24,33,40
-19.676,-1.4981,-50.622,73,89,96
-19.676,-1.5373,-50.637,125,135,140
-19.675,-1.7092,-50.687,122,134,144
-19.669,-1.6425,-50.596,24,34,42
-19.669,-1.6283,-50.615,24,33,43
-19.667,-1.6792,-50.61,56,65,73
-19.66,-1.6318,-50.596,28,38,46
-19.659,-1.6536,-50.59,29,38,47
-19.658,-1.5753,-50.625,96,107,119
-19.658,-1.6089,-50.62,85,94,101
-19.654,-1.6764,-50.584,24,34,40
-19.654,-1.7761,-50.712,99,116,137
-19.652,-1.5243,-50.614,68,86,97
-19.652,-1.4935,-50.608,59,74,88
-19.65,-1.6824,-50.579,24,36,40
-19.648,-1.6855,-50.576,24,37,40
-19.645,-1.687,-50.575,24,36,40
-19.643,-1.5071,-50.606,71,91,110
-19.642,-1.496,-50.605,75,95,113
-19.642,-1.6842,-50.574,24,34,39
-19.637,-1.7829,-50.739,118,131,147
-19.636,-1.6293,-50.595,31,34,40
-19.636,-1.489,-50.605,65,86,104
-19.632,-1.5543,-50.605,62,82,103
-19.631,-1.682,-50.566,22,31,34
-19.631,-1.6626,-50.581,21,29,34
-19.63,-1.6074,-50.602,51,61,69
-19.625,-1.7971,-50.724,93,108,127
-19.625,-1.5841,-50.601,50,66,81
-19.622,-1.6771,-50.553,22,30,35
-19.62,-1.6858,-50.551,24,32,36
-19.618,-1.4847,-50.599,76,92,109
-19.617,-1.5969,-50.594,42,56,65
-19.617,-1.5019,-50.602,33,52,77
-19.616,-1.679,-50.541,26,35,39
-19.614,-1.5407,-50.594,66,88,109
-19.613,-1.6153,-50.589,50,58,64
-19.613,-1.6023,-50.592,48,62,71
-19.612,-1.664,-50.537,32,40,44
-19.606,-1.7091,-50.574,45,56,62
-19.605,-1.5882,-50.588,42,59,73
-19.604,-1.6771,-50.518,36,48,52
-19.603,-1.5521,-50.585,52,72,89
-19.603,-1.6115,-50.582,62,72,81
-19.602,-1.625,-50.571,45,51,59
